,date,bank,title,rating,text
789,09.02.2018 13:47,ВТБ,Страхование в ВТБ 24,,"Здравствуйте, я являюсь постоянным клиентом банка ВТБ, неоднократно брала кредиты вместе со страховкой и всегда исправно платила, до этого страхового случая не случалось.Но в конце прошлого года перенесла две операции - одну на груди (вырезали миому), вторая - по удалению матки. Обе операции произошли экстренно, о чем и свидетельствуют предоставленные документы. До этого на учете ни в онкологии, ни в гинекологии не стояла. А т.к. у меня есть договор страхования с ВТБ (программа лайф +), я решила обратится за возмещением ущерба. В страховке мне было отказано, на горячей линии ВТБ объяснили. что данные случаи не подходят под понятие травма (хотя операция на грудь была проведена из-за гематомы, перерастающей в опухоль), и если удаление матки не является травмой, тогда почему нельзя получить страховой случай за травму живота в связи с удалением матки, ведь после этого мне более месяца нельзя было двигаться и работать (о чем свидетельствует выписка). В страховке по нахождению в больнице также отказано,  так как я была там менее дней. Тогда для чего нужна такая страховка жизни и здоровья, если после таких операций, не один пункт не подходит. Очень разочарована, больше дело с вашим банком иметь не буду."
790,09.02.2018 13:45,ВТБ,Кредит только со страховой,1,"Здравствуйте! февраля оставляли заявку на кредит в размере рублей, при оформлении заявки менеджер ни слова не сказала про страховку, когда пришли в банк, решение по кредиту было только со страховкой, менеджер утверждает что отправляла заявку без страховки и что такое решение принял банк, почему же на горячей линии говорят одно, что страховка не является обязательной, а менеджер банка утверждает другое и отказываются оформлять кредит без страховки. На горячей линии отправили ещё раз заявку на кредит и хотелось бы оформить его без услуги страхования, прошу решить этот вопрос"
791,09.02.2018 13:43,Альфа-Банк,Конвертация валют. Банк намеренно вводит в заблуждение своих клиентов ?,1,"Сразу хочу сказать, рыба ищет где глубже а человек где для него лучше.Мои обращения AAСуть в том что сделал перевод с конвертацией в на счет в другом банке - после чего образовался минус на моем дебетовом счете. В чате приложения Альфа-Мобайл специалист долго убеждал меня что причина образования задолженности одна - а оказалось по факту совсем другая. Это первый звоночек уважаемому банку. Долго здесь не стану расписывать все нюансы, они описаны в обращении и в ответах на мои обращения. В общем после проведения операции списали % о которых нигде не было указано, а сейчас списывают все на правила от VISA. Глобально ситуация состоит в следующем - Альфа-Банк ни на сайте (на странице https://alfabank.ru/currency/), ни в приложении Альфа-Мобайл (с которого я и производил операции) не указывает о дополнительных комиссиях, указано только возможное округление. В общем пусть даже это правила VISA, но в этом случае почему бы банку не указать об этих процентах позаботившись о своих клиентах ? Если бы вы указали о данном проценте я бы переконвертировал на свой счет по менее выгодному курсу, но в итоге моя потеря была бы меньше нынешней. И я не тратил бы время на составление обращений и отзывов. Все должно быть прозрачно с учетом вашего позиционирования на рынке! Вы же указываете выгодный курс при подобных операциях, но не указываете никаких комментариев о правилах проведения данной операции (скриншоты на момент составления обращения у меня имеются). Невольно я делаю вывод что вы вводите в заблуждение своих клиентов, намеренно или нет, не возьмусь судить.Простой пример, допустим мы с вами знакомы лично, и допустим я взял из вашего кошелька без какого либо предупреждения денежные средства ссылаясь на некое третье лицо на которое я ранее не ссылался, будете ли вы считать себя вправе требовать возврата средств ?Сегодня пришла смс о необходимости погасить задолженность до числа. Мое мнение таково - если бы вы указали хоть как то о возможных процентах со стороны VISA, скажем от до %, вы бы имели право от меня чего то требовать. В этой же ситуации, оставив клиента в неведении я не считаю что вы в праве. А вот себя я считаю в праве требовать от вас отменить все списания с моего счета по всем операциям данного типа по вышеобозначенным причинам.Это уже второй случай с Альфа Банком в отношении информативности и консультаций по услугам. Честно говоря это перебор."
792,09.02.2018 13:41,Восточный Банк,"Обман пенсионера, инвалида",1,"сентября г. мойпапа лет, пенсионер, инвалид группы обратился в Банк ПАО КБ «Восточный» по адресу: г.Рязань, ул.Сенная,д.с просьбой открыть вклад. Менеджер Архипова Е.В. предложила разделить вклад на частисказав, что так «будет выгодней». Больше никаких объяснений от нее не было.Папа согласился разделить вклад, внес денежные средства, подписал документы.февраля г. он показал эти документымне. Выяснилось, что было заключено договора:.     Договор срочного банковского вклада № ххххххххх от ..г. с ПАО КБ«Восточный» на сумму (Сто шестьдесят пять тысяч восемьдесятвосемь) рублей копейка сроком на дней;.     Договор страхования жизни с выплатой дополнительного инвестиционного дохода№Lхххх/ххх/хххххх/х от ..г. с ООО«АльфаСтрахование – Жизнь» на сумму (Сто шестьдесят шесть тысяч) рублейкопеек на срок года. Также вместе с документами находитсябанковская карта, к которой подкреплен конверт с пин-кодом. На данную карту недали никаких документов.             Еслисейчас папа расторгнет договор страхования жизни, то он сможет забрать тольковыкупную сумму в размере (Сто двадцать три тысячи четырестадевять) рублей копеек, т.е. он потеряет около (Сорока трехтысяч) рублей накопленной пенсии. При подписании документов ему не объяснили,что он заключает договор страхования с ООО «АльфаСтрахование – Жизнь», егообманным путем убедили, что просто «разделили вклад на части, потому что таквыгодней»  и в случае расторжения он дажене сможет забрать полностью внесенные (Сто шестьдесят шесть тысяч)рублей копеек. Также не объяснили, что на данные средства не будетначисляться фиксированная процентная ставка, а лишь возможно получениедополнительного инвестиционного дохода, который может быть равен нулю. Также несказали, что это не подлежит обязательному страхованию вкладов и в случаебанкротства данной организации ему не вернут (Сто шестьдесят тысячрублей) копеек его накопленной пенсии. Если бы моему папе объясниливозможные риски по договору страхования, то он (конечно) не стал бы заключатьтакой договор, т.к. данные денежные средства это его пенсионные накопления занесколько лет.февраля г. янаписала в ПАО КБ «Восточный» обращение с просьбой расторгнуть договорстрахования жизни с выплатой дополнительного инвестиционного дохода №Lхххх/ххх/хххххх/х от ..г. с ООО«АльфаСтрахование – Жизнь» на сумму (Сто шестьдесят шесть тысяч)рублей копеек на срок года и вернуть денежные средства в полном размере,также выплатить процентную ставку в размере ,% годовых, т.к. мой папа пришелв ПАО КБ «Восточный» открыть вклад, а не потерять около (Сорокатысяч) рублей накопленной пенсии. Мое обращение зарегистрировали под №, обещалиответить в течение -дней, но ответа я не получила до сих пор. Прошу разобраться в данной ситуации."
793,09.02.2018 13:38,Бинбанк,Испорченная кредитная история в связи с некомпетентными сотрудниками Банка.,1,"Добрый день! Мной была оформленакредитная карта МПК №******с Ростовским филиалом ПАО «Бинбанк»..года на сумму (Пятьдесят тысяч) рублей сроком окончания -май год. ..года я обратилась в ДО «Буденновский/» Ростовскогофилиала №ПАО «БинБанк», расположенного по адресу г. Ростов-на-Дону,Буденновский просп., д. с заявлением о досрочном закрытии кредитной карты.Сотрудником Банка была рассчитана сумма, необходимая для полного закрытия карты,которую ..года я внесла на карту. Также сотрудником Банка была изъятау меня карта, и выдана справка об отсутствии ссудной задолженности. Согласно комментарий сотрудника лицевой счет оформленный на мое имябудет закрыт автоматически через дней.В январе года на мой телефон поступило смс-уведомлениео текущей просроченной задолженности в сумме ,(сто тринадцать рублей)тридцать шесть копеек. В связи с тем, что в тот момент я находилось настационарном лечении, просроченная задолженность в сумме,(сто тринадцать рубле) тридцать шесть копеек была погашено мною..года. Причину возникновения просроченной задолженности СотрудникиБанка объяснить мне не смогли.мая года мной  направленообращение №-в ПАО «БИНБАНК» по причине обнаружения информации оплохой кредитной истории в НБКИ, по кредитной карте, оформленной между мнойи   ПАО «БИНБАНК». В обращении №-былаописана полностью вышеизложенная ситуация и просьба внести корректную информациюв НБКИ, а именно информацию об отсутствии просроченных платежей по кредитнойкарте МПК №******. мая года поступил ответ от ПАО «БИНБАНК»: «…Ваше обращение №-рассмотрено. При рассмотрениивашего обращения Банком были предприняты все возможные меры по удалениюнекорректной информации в БКИ. На текущий момент Банк передал в БКИ актуальныесведения по Вашему Договору. Приносим Вам извинения за доставленные неудобства,в связи со сложившейся ситуацией. …»В феврале года мне было отказано в рефинансированиимоего кредита под меньшую процентную ставку в сторонних Банках в связи сотрицательной кредитной историей. Согласно полученной справки из НБКИ от ..года имеется информацияо просроченных платежах по кредитной карте, кредитором по которой выступает ПАО«БИНБАНК» в количестве шт.: -я просрочка от до дней, -я просрочка отдо дней...года, я обратилась в ДО «Буденновский/» Ростовскогофилиала №ПАО «БинБанк», расположенного по адресу г. Ростов-на-Дону,Буденновский просп., д. с просьбой предоставить мне вписку по лицевомусчету  №с моментаоткрытия, т.е. с ..года по момент закрытия ..год.Согласно предоставленной выписки, ..года мной была перечислена необходимая сумма в размере рублей для закрытиякредитной карты и лицевого счета, озвученная сотрудником Банка. Сотрудник Банка, к которому я обратилась..года озвучил, что ..года в программном обеспечениепроводилась операция по закрытию карты, но была по неизвестным причинамприостановлена. Также, мной запрошена выписка за период с ..года по..года, исходя из которой видно, что после внесения мной рублей..года для полного закрытия карты и счета, баланс по карте положительный,а именно остаток в сумме +,(Восемнадцать рублей) копейки. Заявление ..года о закрытии кредитной карты и счетасотрудником ДО «Буденновский/» Ростовского филиала №ПАО «БинБанк»,расположенного по адресу г. Ростов-на-Дону, Буденновский просп., д. былопринято и завизировано.Уведомление о невозможности закрытия счета, а также причиныпо которым провести данную операцию невозможно мной получены не были. Такжесотрудником выдана справка об отсутствии ссудной задолженности.Прошу пояснить: . по какой причине была не закрыта карта и лицевойсчет. по какой причине меня не уведомили, о том, чтоисполнить мое заявление не является возможным.Наосновании чего образовалась задолженность в размере ,рублей.Прошу направить в НБКИ корректную информацию по выполнениюмной в полном объеме обязательств по кредитной карте МПК №******, аименно удалить данные о просроченных платежах в количестве шт.: -я просрочкаот до дней, -я просрочка от до дней.Считаю, что данные, направленные в НБКИ некорректные.Просроченный платеж в сумме ,(Сто тринадцать) рублей копеек допущен повине сотрудников Банка."
794,09.02.2018 13:38,ВТБ,Некомпетентность сотрудников,1,"Сначала после присоединения к ВТБ испортился Банк Москвы.Теперь ВТБприсоединился к ВТБ и сразу же начались проблемы!С ..изменились условия обслуживания клиентов с тарифом Привилегия. Банк прислал, причем не заранее, а после того, невнятную смс. Пришла тут же в свое отделение на ул. Адмирала Макарова. Персональный менеджер убедила, что для меня ничего не изменилось. Заходила в течение полугода не менее раз. Остальное все через онлайн. И вдруг в декабре списывают деньги с карты, вешают задолженность перед банком и присылают смс о смене тарифа обслуживания в январе. В ответ на претензию пишут, что по новым правилам с ..я должна была сама заходить в банк и интересоваться изменениями. На повторную претензию с перечислением дат , когда я приходила в банк с вопросами об изменениях, без объяснения причин, пишут, что претензию не удовлетворяют. И еще по наглому рассчитывают на мое понимание ситуации! Понимания нет и не будет! Будет прощание с испортившемся банком!"
795,09.02.2018 13:36,Восточный Банк,"В принципе не плохо, если бы не одно НО",3,"С октября пользуюсь  картой тепло данного банка.  Условия хорошие,  дополнительных услуг по карте нет,  и система лояльности по карте то что надо.  НО...  Опять не начислены бонусы по карте!!!! Такая проблема уже была в декабре,  но тогда все как то быстро решилось.  Сейчас надеюсь на ваш портал, что помогите решить проблему с бонусами. А то уже подумываю отказаться от карты... Спасибо"
796,09.02.2018 13:35,Тач Банк,начислена комиссия рублей за отключенную услугу смс-инфо,1,"начислена комиссия рублей за отключенную услугу смс-инфо, при оформлении карты сотрудник данного банка утверждал, что первые два месяца услуга смс-ифно бесплатная, по итогу оказалось, что бесплатны только первые два ""расчетных период"", которые конкретно у меня кончались числа, а карта получена числа, таким образом вместо месяцев у меня услуга смс-инфо была бесплатной всего лишь месяц и дня, причем сотрудники так называемого банка еще и кидают трубки, строя из себя людей плохо понимающих русский язык."
797,09.02.2018 13:34,Альфа-Банк,Мое впечатление о приложении,1,"Сегодня решил зайти в свое приложение Альфа Банк на и не смог. До этого дня все было хорошо. Входил по сканеру отпечатка пальцев. Теперь после сканирования просит ввести код из смс, смс приходит моментально, но ни один смс код не оказывается верен! Кроме того обращался на горячую линюю с вопросом о частично досрочном погашении кредита, на что мне дали полный ответ и в том числе предложили сделать част/доср погашение через приложение. В приложении я этого сервиса не нашел, как только я не искал. На днях мне в самое неподходящее время мне звонили с разных московских номеров (), я уже заранее знаю что это банки с предложением кредита, и трубку не беру. Незнаю что и думать, может быть в банке мне поставили блок на приложение чтобы я сам им позвонил с вопросом и выслушал их кредитное предложение? Думаю что да. А может и нет. В приложение до сих пор не могу войти, могу предоставить скрины экрана."
798,09.02.2018 13:31,ВТБ,Блокируем счет без оснований - легко!,1,"Добрый день, я директор ООО, которое открыто не так давно ..года, примерно через месяц был открыт и расчетный счет, тогда еще, в втб. Почему там, потому что несколько лет мое ИП, и еще одно дружественно ИП хорошо обслуживались. Ну как хорошо, интернет-банк работал, платежи уходили и приходили проблем не было. И вот ..года не могу зайти в интернет-банк своей ООО, списываю это на сбой в работе банка, ..года тоже самое. Звоню в банк - вам наложено ограничение в пользование интернет-банка. Почему? Идите в отделение там скажут. Там говорят  - не знаем, принеси-ка все документы, подтверждающие платежи и поступления средств на расчетный счет. Хорошо копирую накладные. Официальное письмо никакое не дали, но после очередного звонка на горячую линию, прислали смс со списком необходимых документов.Вот оно: Для разблокировки организации Вам необходимо предоставить в обслуживающий доп. офис:- документ, удостоверяющий личность, руководителя;- документы, подтверждающие аренду или право собственности офиса, площадей компании;Сообщить операционисту:- дату начала ведения хозяйственной деятельности;- информацию о характере деятельности;- штат сотрудников (количество) и форму их трудоустройства в компании;- реквизиты основных контрагентов.Мне скрывать нечего, все копирую и приношу, на вопросы отвечаю.Говорят: ""Хорошо, сканируем отправим, перезвоним""Больше полгода расчетный счет работал, все было нормально, теперь какие-то документы и не известно когда разблокируют, и разблокируют ли вообще? На мой взгляд можно было запросить эти документы и без приостановки обслуживания, если не принес приостанавливайте. Но зачем? Заблокировал, клиент сам прибежит на полусогнутых. Их не волнует, что обязательства перед поставщиками, я не могу выполнить, что все кредитные линии у поставщиков теперь под угрозой. И в целом мой маленький бизнес получил сильный удар. Хорошая поддержка! Отнес платежки в бумажном виде - надо платежи со счета согласовать со службой безопасности, но скорее всего не проведут.Если банк прочтет прошу разобраться. Ну а все остальным ПРЕДУПРЕЖДЕНИЕ! Сижу, ищу альтернативный банк куда переберусь с друзьями на обслуживание."
799,09.02.2018 13:23,ВТБ,С каждым годом все хуже,1,"Прошла оплата по кредиту на два дня попозже графика а коллекторские звонки стали все равно названивать, звонишь на горячую линию говоришь чего за ерунда, а они - у нас два дня базы обновляются, а это значит коллекторские роботы будут минимум три еще названивать, так для профилактики!!! И это крупный банк, у современных банков на лету все происходить должно, госуслуги работают быстрее чем банк втб и их обновления.Если раньше работало все как то в режиме одного дня то теперь вообще кошмар. Как закрою кредит больше не приду, банк для загребания денег но не для людей."
800,09.02.2018 13:20,Абсолют Банк,Стопроцентное игнорирование клиента.,1,"Обратился в банк с заявкой на ипотеку. Мало того, что при первичном вводе информации в базу банка, сотрудник банка сделал ошибку и мне согласовали сумму меньше, чем я просил, и пришлось подавать повторное заявление, так еще и кредитного менеджера назначили, который полностью меня игнорирует. Виктория Эуэ. На входящие звонки не отвечает, не перезванивает, на смс-сообщения не реагирует, на e-сообщения тоже. О ходе рассмотрения документов по моей сделке я узнаю не от банка, а от продавца объекта недвижимости. И это не смотря на то что я просил всегда со мной связываться и информировать обо всех событиях по сделке. Справочная служба банка абсолютно бесполезна - не помогли никак, только претензию оформили и сообщили что ответ я получу через дней. Нет у меня этих дней. Или я сделку заключаю сейчас, или не заключаю её."
801,09.02.2018 13:18,РН Банк,Банк не возвращает остаток средств после закрытия кредита,1,"Закрыл автокредит, написал заявление о закрытии счета и перечислении остатка средств, заявление принято ... Обещали перечислить средства в течении недель. Через недели позвонил, сказали, что срок составляет до дней, ожидать. Сегодня .., деньги не перечислены, при звонках в банк обещают разобраться и перезвонить, но не перезванивают."
802,09.02.2018 13:18,Росгосстрах Банк,Хамское отношение и нежелание выполнять свою работу,1,"Добрый день! ..г. я обратилась за получением перевода по системе «Золотая Корона» в отделение Росгосстрах-Банк по адресу г.Королев, ул.Богомолова,д.. Обратившись в отдел продаж за получением денежных средств, сотрудница банка сообщила, что получить нужную мне сумму (в размере тыс.рублей) я не могу, только под заказ либо на карту золотой короны(не один из вариантов меня не устроил)! Предварительно позвонив на горячую линию Банка, мне сообщили, что я без проблем получу этот перевод. Я вновь начала звонить на горячую линию, потому-что явно меня дезинформируют. На просьбу продиктовать мне свой добавочный(т.к на горячей линии не могли дозвониться в отделение) - сотрудница с надменным видом сказала его и не брала трубку когда ей звонили с горячей линии. На просьбу поднять ТРУБКУ  зная, что ей звонят для решения моего вопроса, сотрудница перешла на крик!!!, что непозволительно для работника Банка, в любой ситуации, а я как клиент вела себя достаточно корректно. Итог моей жалобы: почему на гор.линии дают неверную информацию и почему сотрудники так неуважительно относятся к клиентам?! Просьба разобраться в сложившейся ситуации и принять к сотруднице соответствующие меры."
803,09.02.2018 13:12,Сбербанк России,Помощь в решении проблемы,1,"Второй месяц не могу решить проблему с кредитной картой. В декабре был совершен последний платеж. января написала заявление о закрытии счета. Оставшиеся средства должны были перевести на счёт указанный в заявлении. Прошло более дней со дня обращения. На днях мне пришла смска с номера о взыскании денежных средств. В смс был указан адрес : Краснодар улица красноармейская , связь УРПЗ ... я сама незнаю что это и обратившись в банк по этому вопросу мне никто не смог помочь. Консультанты ничего не знают и ссылались на ""ону "" кто такая она? Она приходит в определенное время с пн-пт.. ( принимает заявления, исполнительные листы, определения и судебные приказы) .с ней консультанты не общаться. после долгих уговаривает мне помочь, девушка с которой общалась показала ее график работы и по каким вопросам можно обратиться. Что за отношение к своим клиентам?  Теперь мне надо выловить этого сотрудника чтобы решить проблему?! Почему с меня взыскиваются средства до сих пор ? Кредит был погашен в декабре . У меня есть все документы, предоставила бы их ещё при написании заявления."
804,09.02.2018 13:11,Тинькофф Банк,Благодарность,5,"Добрый день! Хочу выразить свою благодарность, за опперативную и проффесиональную работу, службы безопастности Тинькофф банка. Я пытался оплатить определенную услугу с незнакомого сайта, в следствие чего , с моей дебетовой карты начал производиться мошенический сьем денежных средств. Служба безопастности банка, мгновенно определила эту проблему и приняла меры. Большое спасибо, за быстрое решение данной проблемы, благодаря молниеностной реакции сотрудников службы, были пресечены мошенические действия. Честно говоря, не ожидал такой опперативности, от сотрудников. Еще раз, хочу сказать ОГРОМНОЕ СПАСИБО!!! за помощь.  С Уважением , Александр Ф."
805,09.02.2018 13:10,Абсолют Банк,Отличное обслуживание,5,"Не люблю писать отзывы , времени на них нет . Но я была очень приятно удивлена внимательностью и отзывчивостью сотрудников  в Одинцово Абсолют Банка. Перед обслуживанием меня встретила приятная девушка Александра , пригласила меня к менеджеру и так же предложила мне снять верхнюю одежду и выпить чай кофе , где такой сервис встретишь? Наверное за деньги в кафе . Мне подобрали вклад удобный для меня , и подарили кружку , хотя сумма вклада у меня была не такая уж и большая . Очарованна сотрудниками , и их не равнодушному отношению. Я являюсь и клиентом других банков -но в Абсолют Банк мне приятно приходить всегда с каждым пополнением или снятием ."
806,09.02.2018 13:07,ВТБ,Оплата услуг образования в ВТБ,1,"Преспичело не так давно внести плату за курсы в МПГУзашел на  https://www.vtb.ru/personal/platezhi-i-perevodyвыбрал раздел образованиеhttps://www.vtb.ru/personal/platezhi-i-perevody/oplata-uslug/obrazovanie/нашел требуемое учреждениеФБГОУ ""Московский педагогический государственный университет"" и рядом ссылка оплатить в ВТБ онлайноткрывается личный кабинет, захожу, а там в разделе образование требуемый ВУЗ отсутствует, поиск по слову ""Универ"" находит всего ссылки!!!!я пишу  в банк о том что как это понимать?на что получаю лаконичный ответ""В списке поставщиков представлены те организации которые заключили договор с банком, если поставщика нет  платите по реквизитам""""Уточните на каком сайте вы проверяете данный список""я расписываю как я  зашел в оплату услуг на VTB.ruполучаю ответ""к сожаленью, прокомментировать список поставщиков не представляется возможным""это все! оплатить как услугу невозможно!на сайте ссылки полная профанациякто то успешно отчитался и заработал KPIа клиентам вежливо объясняют ""можете оплатить по реквизитам"" такой подход к делу можно ожидать от кого угодно но не от крупнейшего банка"
807,09.02.2018 13:05,Азиатско-Тихоокеанский Банк,Навязывание дополнительных услуг и не исполнение их.,1,"Добрый день!В ноябре г увидела акцию по повышенным процентам на вклад в интернет-банке АТБ. Чтобы зайти в интернет банк оформила карту. При  оформление в отделении банка несколько раз повторила, что СМС информирование мне не нужно. меня заверили, что все отключено.В процессе перевода денег на карту банка, столкнулась с тем, что банкоматы АТБ НЕ ПРИНИМАЮТ наличку (!) Комиссию за перевод платить не хочу и решила закрыть карту...при посещении отделения банка по адресу: Кемерово, ул. Н. Островского выяснилось, что у меня задолженность руб.Но если подключена услуга  (которую мне навязали, я сразу отказалась), то почему ни разу на мой телефон не пришла СМС о задолженности. Т.е. услуга оплачена, но не выполнена.По данному факту написала жалобу в ЦБ."
808,09.02.2018 13:04,Бинбанк,Блокирование денег на карте,2,"..арендовал машину в в Италии. Прокатчик заблокировал евро на кредитке. .машину вернул. Прокатчик обещал списать сумму контракта и разблокировать остальную сумму в течение х дней. Требуемая сумма (чуть более рублей действительно была списана, но остаток в виде так и остался заблокированным. Обращаюсь в банк, говорят, ничем помочь не можем, ждите дней для автоматической разблокировки. За это время прокатчик вернул часть суммы от списанной (взяли лишние деньги), но это не было аругментом для банка разблокировать остаток. Сегодня .звоню на горячую линию. После разбирательств выясняется, что, так как операция заграничная, надо ждать не дней, а . И ничего нельзя сделать - ни связаться с прокатчиком, ни с его банком. Просто ждать. А поскольку грейс-период уже будет пройден, я на данный момент должен банку. Очень странная ситуация. Например, при обращении в Сбербанк (в подобной ситуации) мне разблокировали средства практически сразу. При этом Бинбанк предлагает новые услуги (очень интересные), но исполнение реально страдает. Вклад я уже закрыл. Видимо, надо закрывать и кредитку"
